Week Ending Date,Metric,Category,Waiting Bands,Count
07/04/2024,Age,0-18 Years,Over 52 Weeks,38680
07/04/2024,Age,0-18 Years,Total,831860
07/04/2024,Age,19-64 Years,Unknown Clock Start,1520
07/04/2024,Age,19-64 Years,01 To 18 Weeks,2217690
07/04/2024,Age,19-64 Years,18 To 52 Weeks,1682330
07/04/2024,Age,19-64 Years,Over 52 Weeks,191810
07/04/2024,Age,19-64 Years,Total,4093340
07/04/2024,Age,Over 65 Years,Unknown Clock Start,860
07/04/2024,Age,Over 65 Years,01 To 18 Weeks,1391535
07/04/2024,Age,Over 65 Years,18 To 52 Weeks,934070
07/04/2024,Age,Over 65 Years,Over 52 Weeks,90775
07/04/2024,Age,Over 65 Years,Total,2417245
07/04/2024,Sex,Female,Unknown Clock Start,1880
07/04/2024,Sex,Female,01 To 18 Weeks,2194060
07/04/2024,Sex,Female,18 To 52 Weeks,1595155
07/04/2024,Sex,Female,Over 52 Weeks,169975
07/04/2024,Sex,Female,Total,3961075
07/04/2024,Sex,Male,Unknown Clock Start,1610
07/04/2024,Sex,Male,01 To 18 Weeks,1707160
07/04/2024,Sex,Male,18 To 52 Weeks,1193410
07/04/2024,Sex,Male,Over 52 Weeks,127015
07/04/2024,Sex,Male,Total,3029190
14/04/2024,Age,0-18 Years,Unknown Clock Start,295
14/04/2024,Age,0-18 Years,01 To 18 Weeks,458975
14/04/2024,Age,0-18 Years,18 To 52 Weeks,320100
14/04/2024,Age,0-18 Years,Over 52 Weeks,38475
14/04/2024,Age,0-18 Years,Total,817845
14/04/2024,Age,19-64 Years,Unknown Clock Start,1265
14/04/2024,Age,19-64 Years,01 To 18 Weeks,2192740
14/04/2024,Age,19-64 Years,18 To 52 Weeks,1669310
14/04/2024,Age,19-64 Years,Over 52 Weeks,188450
14/04/2024,Age,19-64 Years,Total,4051765
14/04/2024,Age,Over 65 Years,Unknown Clock Start,705
14/04/2024,Age,Over 65 Years,01 To 18 Weeks,1381755
14/04/2024,Age,Over 65 Years,18 To 52 Weeks,927630
14/04/2024,Age,Over 65 Years,Over 52 Weeks,89320
14/04/2024,Age,Over 65 Years,Total,2399410
14/04/2024,Sex,Female,Unknown Clock Start,1250
14/04/2024,Sex,Female,01 To 18 Weeks,2170095
14/04/2024,Sex,Female,18 To 52 Weeks,1581550
14/04/2024,Sex,Female,Over 52 Weeks,166820
14/04/2024,Sex,Female,Total,3919720
14/04/2024,Sex,Male,Unknown Clock Start,995
14/04/2024,Sex,Male,01 To 18 Weeks,1687815
14/04/2024,Sex,Male,18 To 52 Weeks,1183675
14/04/2024,Sex,Male,Over 52 Weeks,125155
14/04/2024,Sex,Male,Total,2997640
21/04/2024,Age,0-18 Years,Unknown Clock Start,190
21/04/2024,Age,0-18 Years,01 To 18 Weeks,465060
21/04/2024,Age,0-18 Years,18 To 52 Weeks,320215
21/04/2024,Age,0-18 Years,Over 52 Weeks,38610
21/04/2024,Age,0-18 Years,Total,824070
21/04/2024,Age,19-64 Years,Unknown Clock Start,1930
21/04/2024,Age,19-64 Years,01 To 18 Weeks,2188405
21/04/2024,Age,19-64 Years,18 To 52 Weeks,1660410
21/04/2024,Age,19-64 Years,Over 52 Weeks,189290
21/04/2024,Age,19-64 Years,Total,4040035
21/04/2024,Age,Over 65 Years,Unknown Clock Start,1320
21/04/2024,Age,Over 65 Years,01 To 18 Weeks,1379330
21/04/2024,Age,Over 65 Years,18 To 52 Weeks,920915
21/04/2024,Age,Over 65 Years,Over 52 Weeks,89765
21/04/2024,Age,Over 65 Years,Total,2391330
21/04/2024,Sex,Female,Unknown Clock Start,1985
21/04/2024,Sex,Female,01 To 18 Weeks,2171690
21/04/2024,Sex,Female,18 To 52 Weeks,1574590
21/04/2024,Sex,Female,Over 52 Weeks,167755
21/04/2024,Sex,Female,Total,3916020
21/04/2024,Sex,Male,Unknown Clock Start,1435
21/04/2024,Sex,Male,01 To 18 Weeks,1687600
21/04/2024,Sex,Male,18 To 52 Weeks,1179785
21/04/2024,Sex,Male,Over 52 Weeks,125455
21/04/2024,Sex,Male,Total,2994275
28/04/2024,Age,0-18 Years,Unknown Clock Start,180
28/04/2024,Age,0-18 Years,01 To 18 Weeks,468475
28/04/2024,Age,0-18 Years,18 To 52 Weeks,317185
28/04/2024,Age,0-18 Years,Over 52 Weeks,38390
28/04/2024,Age,0-18 Years,Total,824230
28/04/2024,Age,19-64 Years,Unknown Clock Start,600
28/04/2024,Age,19-64 Years,01 To 18 Weeks,2232590
28/04/2024,Age,19-64 Years,18 To 52 Weeks,1649245
28/04/2024,Age,19-64 Years,Over 52 Weeks,188590
28/04/2024,Age,19-64 Years,Total,4071025
28/04/2024,Age,Over 65 Years,Unknown Clock Start,415
28/04/2024,Age,Over 65 Years,01 To 18 Weeks,1401795
28/04/2024,Age,Over 65 Years,18 To 52 Weeks,914855
28/04/2024,Age,Over 65 Years,Over 52 Weeks,89525
28/04/2024,Age,Over 65 Years,Total,2406590
28/04/2024,Sex,Female,Unknown Clock Start,660
28/04/2024,Sex,Female,01 To 18 Weeks,2213340
28/04/2024,Sex,Female,18 To 52 Weeks,1562565
28/04/2024,Sex,Female,Over 52 Weeks,167460
28/04/2024,Sex,Female,Total,3944025
28/04/2024,Sex,Male,Unknown Clock Start,535
28/04/2024,Sex,Male,01 To 18 Weeks,1713210
28/04/2024,Sex,Male,18 To 52 Weeks,1174130
28/04/2024,Sex,Male,Over 52 Weeks,124695
28/04/2024,Sex,Male,Total,3012570
05/05/2024,Age,0-18 Years,Unknown Clock Start,240
05/05/2024,Age,0-18 Years,01 To 18 Weeks,483565
05/05/2024,Age,0-18 Years,18 To 52 Weeks,307780
05/05/2024,Age,0-18 Years,Over 52 Weeks,38445
05/05/2024,Age,0-18 Years,Total,830030
05/05/2024,Age,19-64 Years,Unknown Clock Start,1705
05/05/2024,Age,19-64 Years,01 To 18 Weeks,2303370
05/05/2024,Age,19-64 Years,18 To 52 Weeks,1612670
05/05/2024,Age,19-64 Years,Over 52 Weeks,186860
05/05/2024,Age,19-64 Years,Total,4104605
05/05/2024,Age,Over 65 Years,Unknown Clock Start,1045
05/05/2024,Age,Over 65 Years,01 To 18 Weeks,1442665
05/05/2024,Age,Over 65 Years,18 To 52 Weeks,890105
05/05/2024,Age,Over 65 Years,Over 52 Weeks,89055
05/05/2024,Age,Over 65 Years,Total,2422875
05/05/2024,Sex,Female,Unknown Clock Start,1880
05/05/2024,Sex,Female,01 To 18 Weeks,2282945
05/05/2024,Sex,Female,18 To 52 Weeks,1524815
05/05/2024,Sex,Female,Over 52 Weeks,166400
05/05/2024,Sex,Female,Total,3976035
05/05/2024,Sex,Male,Unknown Clock Start,1110
05/05/2024,Sex,Male,01 To 18 Weeks,1763930
05/05/2024,Sex,Male,18 To 52 Weeks,1145300
05/05/2024,Sex,Male,Over 52 Weeks,123750
05/05/2024,Sex,Male,Total,3034090
12/05/2024,Age,0-18 Years,Unknown Clock Start,250
12/05/2024,Age,0-18 Years,01 To 18 Weeks,487700
12/05/2024,Age,0-18 Years,18 To 52 Weeks,304445
12/05/2024,Age,0-18 Years,Over 52 Weeks,38695
12/05/2024,Age,0-18 Years,Total,831085
12/05/2024,Age,19-64 Years,Unknown Clock Start,2255
12/05/2024,Age,19-64 Years,01 To 18 Weeks,2326190
12/05/2024,Age,19-64 Years,18 To 52 Weeks,1599160
12/05/2024,Age,19-64 Years,Over 52 Weeks,187015
12/05/2024,Age,19-64 Years,Total,4114615
12/05/2024,Age,Over 65 Years,Unknown Clock Start,1330
12/05/2024,Age,Over 65 Years,01 To 18 Weeks,1456475
12/05/2024,Age,Over 65 Years,18 To 52 Weeks,881030
12/05/2024,Age,Over 65 Years,Over 52 Weeks,89300
12/05/2024,Age,Over 65 Years,Total,2428135
12/05/2024,Sex,Female,Unknown Clock Start,2400
12/05/2024,Sex,Female,01 To 18 Weeks,2306385
12/05/2024,Sex,Female,18 To 52 Weeks,1510570
12/05/2024,Sex,Female,Over 52 Weeks,166750
12/05/2024,Sex,Female,Total,3986110
12/05/2024,Sex,Male,Unknown Clock Start,1430
12/05/2024,Sex,Male,01 To 18 Weeks,1779890
12/05/2024,Sex,Male,18 To 52 Weeks,1136715
12/05/2024,Sex,Male,Over 52 Weeks,124025
12/05/2024,Sex,Male,Total,3042060
19/05/2024,Age,0-18 Years,Unknown Clock Start,260
19/05/2024,Age,0-18 Years,01 To 18 Weeks,483390
19/05/2024,Age,0-18 Years,18 To 52 Weeks,301335
19/05/2024,Age,0-18 Years,Over 52 Weeks,38920
19/05/2024,Age,0-18 Years,Total,823910
19/05/2024,Age,19-64 Years,Unknown Clock Start,2200
19/05/2024,Age,19-64 Years,01 To 18 Weeks,2294075
19/05/2024,Age,19-64 Years,18 To 52 Weeks,1581630
19/05/2024,Age,19-64 Years,Over 52 Weeks,186680
19/05/2024,Age,19-64 Years,Total,4064590
19/05/2024,Age,Over 65 Years,Unknown Clock Start,1255
19/05/2024,Age,Over 65 Years,01 To 18 Weeks,1440300
19/05/2024,Age,Over 65 Years,18 To 52 Weeks,870295
19/05/2024,Age,Over 65 Years,Over 52 Weeks,89240
19/05/2024,Age,Over 65 Years,Total,2401085
19/05/2024,Sex,Female,Unknown Clock Start,2315
19/05/2024,Sex,Female,01 To 18 Weeks,2294940
19/05/2024,Sex,Female,18 To 52 Weeks,1497485
19/05/2024,Sex,Female,Over 52 Weeks,166655
19/05/2024,Sex,Female,Total,3961395
19/05/2024,Sex,Male,Unknown Clock Start,1390
19/05/2024,Sex,Male,01 To 18 Weeks,1766195
19/05/2024,Sex,Male,18 To 52 Weeks,1126280
19/05/2024,Sex,Male,Over 52 Weeks,123465
19/05/2024,Sex,Male,Total,3017330
26/05/2024,Age,0-18 Years,Unknown Clock Start,225
26/05/2024,Age,0-18 Years,01 To 18 Weeks,487040
26/05/2024,Age,0-18 Years,18 To 52 Weeks,302230
26/05/2024,Age,0-18 Years,Over 52 Weeks,39335
26/05/2024,Age,0-18 Years,Total,828830
26/05/2024,Age,19-64 Years,Unknown Clock Start,1960
26/05/2024,Age,19-64 Years,01 To 18 Weeks,2320640
26/05/2024,Age,19-64 Years,18 To 52 Weeks,1592495
26/05/2024,Age,19-64 Years,Over 52 Weeks,188375
26/05/2024,Age,19-64 Years,Total,4103475
26/05/2024,Age,Over 65 Years,Unknown Clock Start,1065
26/05/2024,Age,Over 65 Years,01 To 18 Weeks,1457680
26/05/2024,Age,Over 65 Years,18 To 52 Weeks,874305
26/05/2024,Age,Over 65 Years,Over 52 Weeks,90020
26/05/2024,Age,Over 65 Years,Total,2423065
26/05/2024,Sex,Female,Unknown Clock Start,2045
26/05/2024,Sex,Female,01 To 18 Weeks,2321915
26/05/2024,Sex,Female,18 To 52 Weeks,1505845
26/05/2024,Sex,Female,Over 52 Weeks,168555
26/05/2024,Sex,Female,Total,3998355
26/05/2024,Sex,Male,Unknown Clock Start,1205
26/05/2024,Sex,Male,01 To 18 Weeks,1787410
26/05/2024,Sex,Male,18 To 52 Weeks,1134295
26/05/2024,Sex,Male,Over 52 Weeks,124215
26/05/2024,Sex,Male,Total,3047130
02/06/2024,Age,0-18 Years,Unknown Clock Start,260
02/06/2024,Age,0-18 Years,01 To 18 Weeks,487660
02/06/2024,Age,0-18 Years,18 To 52 Weeks,308145
02/06/2024,Age,0-18 Years,Over 52 Weeks,39020
02/06/2024,Age,0-18 Years,Total,835090
02/06/2024,Age,19-64 Years,Unknown Clock Start,2625
02/06/2024,Age,19-64 Years,01 To 18 Weeks,2317230
02/06/2024,Age,19-64 Years,18 To 52 Weeks,1618210
02/06/2024,Age,19-64 Years,Over 52 Weeks,187095
02/06/2024,Age,19-64 Years,Total,4125160
02/06/2024,Age,Over 65 Years,Unknown Clock Start,1445
02/06/2024,Age,Over 65 Years,01 To 18 Weeks,1447370
02/06/2024,Age,Over 65 Years,18 To 52 Weeks,885840
02/06/2024,Age,Over 65 Years,Over 52 Weeks,89475
02/06/2024,Age,Over 65 Years,Total,2424130
02/06/2024,Sex,Female,Unknown Clock Start,2705
02/06/2024,Sex,Female,01 To 18 Weeks,2304540
02/06/2024,Sex,Female,18 To 52 Weeks,1528480
02/06/2024,Sex,Female,Over 52 Weeks,167710
02/06/2024,Sex,Female,Total,4003435
02/06/2024,Sex,Male,Unknown Clock Start,1620
02/06/2024,Sex,Male,01 To 18 Weeks,1772225
02/06/2024,Sex,Male,18 To 52 Weeks,1151080
02/06/2024,Sex,Male,Over 52 Weeks,123330
02/06/2024,Sex,Male,Total,3048260
09/06/2024,Age,0-18 Years,Unknown Clock Start,255
09/06/2024,Age,0-18 Years,01 To 18 Weeks,486945
09/06/2024,Age,0-18 Years,18 To 52 Weeks,308630
09/06/2024,Age,0-18 Years,Over 52 Weeks,38775
09/06/2024,Age,0-18 Years,Total,834605
09/06/2024,Age,19-64 Years,Unknown Clock Start,2370
09/06/2024,Age,19-64 Years,01 To 18 Weeks,2312435
09/06/2024,Age,19-64 Years,18 To 52 Weeks,1615645
09/06/2024,Age,19-64 Years,Over 52 Weeks,187460
09/06/2024,Age,19-64 Years,Total,4117915
09/06/2024,Age,Over 65 Years,Unknown Clock Start,1450
09/06/2024,Age,Over 65 Years,01 To 18 Weeks,1460955
09/06/2024,Age,Over 65 Years,18 To 52 Weeks,884275
09/06/2024,Age,Over 65 Years,Over 52 Weeks,89660
09/06/2024,Age,Over 65 Years,Total,2436340
09/06/2024,Sex,Female,Unknown Clock Start,2470
09/06/2024,Sex,Female,01 To 18 Weeks,2307395
09/06/2024,Sex,Female,18 To 52 Weeks,1525560
09/06/2024,Sex,Female,Over 52 Weeks,167660
09/06/2024,Sex,Female,Total,4003085
09/06/2024,Sex,Male,Unknown Clock Start,1600
09/06/2024,Sex,Male,01 To 18 Weeks,1772160
09/06/2024,Sex,Male,18 To 52 Weeks,1148780
09/06/2024,Sex,Male,Over 52 Weeks,123065
09/06/2024,Sex,Male,Total,3045610
16/06/2024,Age,0-18 Years,Unknown Clock Start,215
16/06/2024,Age,0-18 Years,01 To 18 Weeks,484855
16/06/2024,Age,0-18 Years,18 To 52 Weeks,309555
16/06/2024,Age,0-18 Years,Over 52 Weeks,38325
16/06/2024,Age,0-18 Years,Total,832950
16/06/2024,Age,19-64 Years,Unknown Clock Start,2420
16/06/2024,Age,19-64 Years,01 To 18 Weeks,2321635
16/06/2024,Age,19-64 Years,18 To 52 Weeks,1625545
16/06/2024,Age,19-64 Years,Over 52 Weeks,186315
16/06/2024,Age,19-64 Years,Total,4135915
16/06/2024,Age,Over 65 Years,Unknown Clock Start,2030
16/06/2024,Age,Over 65 Years,01 To 18 Weeks,1473865
16/06/2024,Age,Over 65 Years,18 To 52 Weeks,887245
16/06/2024,Age,Over 65 Years,Over 52 Weeks,89610
16/06/2024,Age,Over 65 Years,Total,2452745
16/06/2024,Sex,Female,Unknown Clock Start,2875
16/06/2024,Sex,Female,01 To 18 Weeks,2319885
16/06/2024,Sex,Female,18 To 52 Weeks,1534255
16/06/2024,Sex,Female,Over 52 Weeks,166940
16/06/2024,Sex,Female,Total,4023950
16/06/2024,Sex,Male,Unknown Clock Start,1755
16/06/2024,Sex,Male,01 To 18 Weeks,1779650
16/06/2024,Sex,Male,18 To 52 Weeks,1154730
16/06/2024,Sex,Male,Over 52 Weeks,122360
16/06/2024,Sex,Male,Total,3058500
23/06/2024,Age,0-18 Years,Unknown Clock Start,260
23/06/2024,Age,0-18 Years,01 To 18 Weeks,486145
23/06/2024,Age,0-18 Years,18 To 52 Weeks,309775
23/06/2024,Age,0-18 Years,Over 52 Weeks,37805
23/06/2024,Age,0-18 Years,Total,833990
23/06/2024,Age,19-64 Years,Unknown Clock Start,3065
23/06/2024,Age,19-64 Years,01 To 18 Weeks,2339145
23/06/2024,Age,19-64 Years,18 To 52 Weeks,1629175
23/06/2024,Age,19-64 Years,Over 52 Weeks,186175
23/06/2024,Age,19-64 Years,Total,4157560
23/06/2024,Age,Over 65 Years,Unknown Clock Start,3335
23/06/2024,Age,Over 65 Years,01 To 18 Weeks,1486885
23/06/2024,Age,Over 65 Years,18 To 52 Weeks,888810
23/06/2024,Age,Over 65 Years,Over 52 Weeks,90005
23/06/2024,Age,Over 65 Years,Total,2469035
23/06/2024,Sex,Female,Unknown Clock Start,4085
23/06/2024,Sex,Female,01 To 18 Weeks,2337290
23/06/2024,Sex,Female,18 To 52 Weeks,1536570
23/06/2024,Sex,Female,Over 52 Weeks,167060
23/06/2024,Sex,Female,Total,4045005
23/06/2024,Sex,Male,Unknown Clock Start,2555
23/06/2024,Sex,Male,01 To 18 Weeks,1794695
23/06/2024,Sex,Male,18 To 52 Weeks,1158325
23/06/2024,Sex,Male,Over 52 Weeks,121990
23/06/2024,Sex,Male,Total,3077565
30/06/2024,Age,0-18 Years,Unknown Clock Start,330
30/06/2024,Age,0-18 Years,01 To 18 Weeks,485145
30/06/2024,Age,0-18 Years,18 To 52 Weeks,311045
30/06/2024,Age,0-18 Years,Over 52 Weeks,37360
30/06/2024,Age,0-18 Years,Total,833875
30/06/2024,Age,19-64 Years,Unknown Clock Start,2865
30/06/2024,Age,19-64 Years,01 To 18 Weeks,2337705
30/06/2024,Age,19-64 Years,18 To 52 Weeks,1631215
30/06/2024,Age,19-64 Years,Over 52 Weeks,183890
30/06/2024,Age,19-64 Years,Total,4155680
30/06/2024,Age,Over 65 Years,Unknown Clock Start,2440
30/06/2024,Age,Over 65 Years,01 To 18 Weeks,1478600
30/06/2024,Age,Over 65 Years,18 To 52 Weeks,887795
30/06/2024,Age,Over 65 Years,Over 52 Weeks,89405
30/06/2024,Age,Over 65 Years,Total,2458245
30/06/2024,Sex,Female,Unknown Clock Start,3455
30/06/2024,Sex,Female,01 To 18 Weeks,2330685
30/06/2024,Sex,Female,18 To 52 Weeks,1537605
30/06/2024,Sex,Female,Over 52 Weeks,164855
30/06/2024,Sex,Female,Total,4036600
30/06/2024,Sex,Male,Unknown Clock Start,2160
30/06/2024,Sex,Male,01 To 18 Weeks,1788860
30/06/2024,Sex,Male,18 To 52 Weeks,1159805
30/06/2024,Sex,Male,Over 52 Weeks,120750
30/06/2024,Sex,Male,Total,3071575
07/07/2024,Age,0-18 Years,Unknown Clock Start,320
07/07/2024,Age,0-18 Years,01 To 18 Weeks,482650
07/07/2024,Age,0-18 Years,18 To 52 Weeks,311795
07/07/2024,Age,0-18 Years,Over 52 Weeks,37215
07/07/2024,Age,0-18 Years,Total,831980
07/07/2024,Age,19-64 Years,Unknown Clock Start,1610
07/07/2024,Age,19-64 Years,01 To 18 Weeks,2324245
07/07/2024,Age,19-64 Years,18 To 52 Weeks,1625975
07/07/2024,Age,19-64 Years,Over 52 Weeks,183235
07/07/2024,Age,19-64 Years,Total,4135070
07/07/2024,Age,Over 65 Years,Unknown Clock Start,2240
07/07/2024,Age,Over 65 Years,01 To 18 Weeks,1480330
07/07/2024,Age,Over 65 Years,18 To 52 Weeks,882135
07/07/2024,Age,Over 65 Years,Over 52 Weeks,88975
07/07/2024,Age,Over 65 Years,Total,2453680
07/07/2024,Sex,Female,Unknown Clock Start,2520
07/07/2024,Sex,Female,01 To 18 Weeks,2322850
07/07/2024,Sex,Female,18 To 52 Weeks,1532885
07/07/2024,Sex,Female,Over 52 Weeks,164120
07/07/2024,Sex,Female,Total,4022375
07/07/2024,Sex,Male,Unknown Clock Start,1650
07/07/2024,Sex,Male,01 To 18 Weeks,1783210
07/07/2024,Sex,Male,18 To 52 Weeks,1156285
07/07/2024,Sex,Male,Over 52 Weeks,120245
07/07/2024,Sex,Male,Total,3061390
14/07/2024,Age,0-18 Years,Unknown Clock Start,280
14/07/2024,Age,0-18 Years,01 To 18 Weeks,481010
14/07/2024,Age,0-18 Years,18 To 52 Weeks,314210
14/07/2024,Age,0-18 Years,Over 52 Weeks,36770
14/07/2024,Age,0-18 Years,Total,832270
14/07/2024,Age,19-64 Years,Unknown Clock Start,2390
14/07/2024,Age,19-64 Years,01 To 18 Weeks,2332650
14/07/2024,Age,19-64 Years,18 To 52 Weeks,1640735
14/07/2024,Age,19-64 Years,Over 52 Weeks,183375
14/07/2024,Age,19-64 Years,Total,4159150
14/07/2024,Age,Over 65 Years,Unknown Clock Start,1720
14/07/2024,Age,Over 65 Years,01 To 18 Weeks,1489235
14/07/2024,Age,Over 65 Years,18 To 52 Weeks,889765
14/07/2024,Age,Over 65 Years,Over 52 Weeks,89080
14/07/2024,Age,Over 65 Years,Total,2469800
14/07/2024,Sex,Female,Unknown Clock Start,2775
14/07/2024,Sex,Female,01 To 18 Weeks,2332410
14/07/2024,Sex,Female,18 To 52 Weeks,1548165
14/07/2024,Sex,Female,Over 52 Weeks,163945
14/07/2024,Sex,Female,Total,4047290
14/07/2024,Sex,Male,Unknown Clock Start,1600
14/07/2024,Sex,Male,01 To 18 Weeks,1790035
14/07/2024,Sex,Male,18 To 52 Weeks,1166235
14/07/2024,Sex,Male,Over 52 Weeks,120360
14/07/2024,Sex,Male,Total,3078230
21/07/2024,Age,0-18 Years,Unknown Clock Start,290
21/07/2024,Age,0-18 Years,01 To 18 Weeks,471560
21/07/2024,Age,0-18 Years,18 To 52 Weeks,315765
21/07/2024,Age,0-18 Years,Over 52 Weeks,36250
21/07/2024,Age,0-18 Years,Total,823860
21/07/2024,Age,19-64 Years,Unknown Clock Start,2845
21/07/2024,Age,19-64 Years,01 To 18 Weeks,2302130
21/07/2024,Age,19-64 Years,18 To 52 Weeks,1640560
21/07/2024,Age,19-64 Years,Over 52 Weeks,182320
21/07/2024,Age,19-64 Years,Total,4127855
21/07/2024,Age,Over 65 Years,Unknown Clock Start,3180
21/07/2024,Age,Over 65 Years,01 To 18 Weeks,1473425
21/07/2024,Age,Over 65 Years,18 To 52 Weeks,888280
21/07/2024,Age,Over 65 Years,Over 52 Weeks,88765
21/07/2024,Age,Over 65 Years,Total,2453645
21/07/2024,Sex,Female,Unknown Clock Start,3945
21/07/2024,Sex,Female,01 To 18 Weeks,2317400
21/07/2024,Sex,Female,18 To 52 Weeks,1550975
21/07/2024,Sex,Female,Over 52 Weeks,162910
21/07/2024,Sex,Female,Total,4035230
21/07/2024,Sex,Male,Unknown Clock Start,2360
21/07/2024,Sex,Male,01 To 18 Weeks,1779150
21/07/2024,Sex,Male,18 To 52 Weeks,1168455
21/07/2024,Sex,Male,Over 52 Weeks,119740
21/07/2024,Sex,Male,Total,3069710
28/07/2024,Age,0-18 Years,Unknown Clock Start,155
28/07/2024,Age,0-18 Years,01 To 18 Weeks,468840
28/07/2024,Age,0-18 Years,18 To 52 Weeks,314400
28/07/2024,Age,0-18 Years,Over 52 Weeks,35155
28/07/2024,Age,0-18 Years,Total,818545
28/07/2024,Age,19-64 Years,Unknown Clock Start,2930
28/07/2024,Age,19-64 Years,01 To 18 Weeks,2297915
28/07/2024,Age,19-64 Years,18 To 52 Weeks,1629900
28/07/2024,Age,19-64 Years,Over 52 Weeks,179430
28/07/2024,Age,19-64 Years,Total,4110175
28/07/2024,Age,Over 65 Years,Unknown Clock Start,4065
28/07/2024,Age,Over 65 Years,01 To 18 Weeks,1481285
28/07/2024,Age,Over 65 Years,18 To 52 Weeks,882865
28/07/2024,Age,Over 65 Years,Over 52 Weeks,87985
28/07/2024,Age,Over 65 Years,Total,2456200
28/07/2024,Sex,Female,Unknown Clock Start,4395
28/07/2024,Sex,Female,01 To 18 Weeks,2304715
28/07/2024,Sex,Female,18 To 52 Weeks,1538625
28/07/2024,Sex,Female,Over 52 Weeks,160580
28/07/2024,Sex,Female,Total,4008315
28/07/2024,Sex,Male,Unknown Clock Start,2740
28/07/2024,Sex,Male,01 To 18 Weeks,1766820
28/07/2024,Sex,Male,18 To 52 Weeks,1157625
28/07/2024,Sex,Male,Over 52 Weeks,117715
28/07/2024,Sex,Male,Total,3044900
04/08/2024,Age,0-18 Years,Unknown Clock Start,75
04/08/2024,Age,0-18 Years,01 To 18 Weeks,469410
04/08/2024,Age,0-18 Years,18 To 52 Weeks,314750
04/08/2024,Age,0-18 Years,Over 52 Weeks,34360
04/08/2024,Age,0-18 Years,Total,818595
04/08/2024,Age,19-64 Years,Unknown Clock Start,1950
04/08/2024,Age,19-64 Years,01 To 18 Weeks,2305945
04/08/2024,Age,19-64 Years,18 To 52 Weeks,1624970
04/08/2024,Age,19-64 Years,Over 52 Weeks,178505
04/08/2024,Age,19-64 Years,Total,4111375
04/08/2024,Age,Over 65 Years,Unknown Clock Start,1745
04/08/2024,Age,Over 65 Years,01 To 18 Weeks,1480570
04/08/2024,Age,Over 65 Years,18 To 52 Weeks,877280
04/08/2024,Age,Over 65 Years,Over 52 Weeks,87055
04/08/2024,Age,Over 65 Years,Total,2446645
04/08/2024,Sex,Female,Unknown Clock Start,2400
04/08/2024,Sex,Female,01 To 18 Weeks,2311885
04/08/2024,Sex,Female,18 To 52 Weeks,1533500
04/08/2024,Sex,Female,Over 52 Weeks,159505
04/08/2024,Sex,Female,Total,4007295
04/08/2024,Sex,Male,Unknown Clock Start,1355
04/08/2024,Sex,Male,01 To 18 Weeks,1775645
04/08/2024,Sex,Male,18 To 52 Weeks,1154950
04/08/2024,Sex,Male,Over 52 Weeks,116775
04/08/2024,Sex,Male,Total,3048730
11/08/2024,Age,0-18 Years,Unknown Clock Start,110
11/08/2024,Age,0-18 Years,01 To 18 Weeks,473325
11/08/2024,Age,0-18 Years,18 To 52 Weeks,314905
11/08/2024,Age,0-18 Years,Over 52 Weeks,34170
11/08/2024,Age,0-18 Years,Total,822505
11/08/2024,Age,19-64 Years,Unknown Clock Start,2915
11/08/2024,Age,19-64 Years,01 To 18 Weeks,2349225
11/08/2024,Age,19-64 Years,18 To 52 Weeks,1626620
11/08/2024,Age,19-64 Years,Over 52 Weeks,179365
11/08/2024,Age,19-64 Years,Total,4158125
11/08/2024,Age,Over 65 Years,Unknown Clock Start,2310
11/08/2024,Age,Over 65 Years,01 To 18 Weeks,1512890
11/08/2024,Age,Over 65 Years,18 To 52 Weeks,877040
11/08/2024,Age,Over 65 Years,Over 52 Weeks,87695
11/08/2024,Age,Over 65 Years,Total,2479940
11/08/2024,Sex,Female,Unknown Clock Start,3375
11/08/2024,Sex,Female,01 To 18 Weeks,2352700
11/08/2024,Sex,Female,18 To 52 Weeks,1534550
11/08/2024,Sex,Female,Over 52 Weeks,160330
11/08/2024,Sex,Female,Total,4050955
11/08/2024,Sex,Male,Unknown Clock Start,1960
11/08/2024,Sex,Male,01 To 18 Weeks,1805110
11/08/2024,Sex,Male,18 To 52 Weeks,1155425
11/08/2024,Sex,Male,Over 52 Weeks,117640
11/08/2024,Sex,Male,Total,3080135
18/08/2024,Age,0-18 Years,Unknown Clock Start,130
