Code,Name,Geography,Metric,Category,Waiting Bands,Count
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NHS ACUTE,IMD,9,01 To 18 Weeks,2830
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NHS ACUTE,IMD,9,18 To 52 Weeks,1785
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NHS ACUTE,IMD,9,Over 52 Weeks,115
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NHS ACUTE,IMD,9,Total,4730
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NHS ACUTE,Sex,Female,01 To 18 Weeks,13575
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NHS ACUTE,Sex,Female,18 To 52 Weeks,8800
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NHS ACUTE,Sex,Female,Over 52 Weeks,645
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NHS ACUTE,Sex,Female,Total,23020
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NHS ACUTE,Sex,Male,01 To 18 Weeks,10470
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NHS ACUTE,Sex,Male,18 To 52 Weeks,6675
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NHS ACUTE,Sex,Male,Over 52 Weeks,545
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NHS ACUTE,Sex,Male,Total,17690
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Age,0-18 Years,01 To 18 Weeks,1280
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Age,0-18 Years,18 To 52 Weeks,110
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ACUTE,Age,0-18 Years,Over 52 Weeks,*
